Pathway	KO	SRR28210342	SRR28210343	SRR28210344	SRR28210345	SRR28210346	SRR28210347	SRR28210348	SRR28210349	SRR28210350	SRR28210351	SRR28210352	SRR28210353	SRR28210354	SRR28210355	SRR28210356	SRR28210357	SRR28210358	SRR28210359	SRR28210360	SRR28210361	SRR28210362	SRR28210363	SRR28210364	SRR28210365	SRR28210366	SRR28210367	SRR28210368	SRR28210369	SRR28210370	SRR28210371	SRR28210372	SRR28210373	SRR28210374	SRR28210375	SRR28210376	SRR28210377	SRR28210378	SRR28210379	SRR28210380	SRR28210381
Lysine degradation [PATH:ko00310]	K00290K00658K00382K00252K01692K01825K01782K00626K01582K09251K00137K07250K00135K15737K15736K01843K01844K18011K18012K18013K18014K01034K01035K21672K00824K00128	120.8002119723	133.1545915643	90.4301622442	175.3489603889	313.04620777220003	193.2216966794	144.609256465	184.891945349	72.4566850217	134.6791325259	117.1489922698	116.0958105387	1355.9597612408	131.0241503749	167.8008118561	125.1477660722	129.7865478617	161.8050541548	91.5090349693	175.5473973984	166.5012435439	408.51589432630004	116.8611307194	101.8325342688	127.32938990630001	133.7878365022	124.3027739593	179.4525290777	201.4121657327	113.70370785680001	100.34602495850001	71.0916431982	95.9185379284	132.8765241313	137.3401199796	136.5678583147	274.9951882817	199.6025933802	130.5548951248	184.1046804653
Lysosome [PATH:ko04142]	K01201K01205K01202K01195K01206K12373K01192K01186K01197K01565	104.39473269369999	150.5583355224	45.3227878903	106.7360335418	127.2057149287	101.442163951	111.49508375100001	100.43131670700001	63.768412107100005	32.7896246679	166.4250604465	278.1389780685	240.0991739336	144.257870817	136.1713561625	116.38034848199999	168.7795706282	135.8264472699	71.5009532116	217.3363150402	111.9300378045	12.2770725009	275.5885056184	79.9591552573	166.3236839402	171.7264304245	172.1786255552	151.2585617502	59.6220469903	88.131855789	141.5119183159	75.8113139519	193.2439817066	118.8347502715	186.8196452695	157.48431839699998	210.1201757241	122.7398393884	197.0692300564	74.37576077599999
MAPK signaling pathway - fly [PATH:ko04013]	K04564	8.464436106600001	9.6703079	4.7523762342	14.4052342719	37.6296089647	32.656574575	2.066960819	12.0982465781	8.000014957	3.0003002983	20.0188006928	18.3082706174	188.1883492413	0.7656463738	10.9076936699	3.8316279617	13.6420773274	3.8263999062	3.1885264865	18.7062842203	4.4393949919	36.4464103219	8.603341392199999	9.9641018358	35.8755423311	11.4529410633	19.8563373415	23.6489584857	19.6355003577	6.4786888631	0.3275238757	6.6928374921	12.0601751837	6.6840982388	6.3088718683	6.3112889951	22.853291866	20.3748295201	16.8221558136	15.651073844
MAPK signaling pathway - plant [PATH:ko04016]	K00940K17686K03781	20.794497457200002	19.488400241100003	6.672338980099999	35.5837457157	57.8198282946	30.138905646399998	18.4274789211	16.9179709647	12.0197446372	6.691114557900001	24.5738776017	32.9001702722	231.0514262447	33.1401284999	29.792497767199997	17.4167004441	20.3497290544	21.2024586116	16.977222887699998	26.3895445567	8.4796371624	48.5663850216	40.308898416800005	16.239234757	96.8429879561	22.4332204851	21.817251730800002	29.712928585300002	30.3604078735	28.0895783295	16.956866555999998	9.984539932899999	34.8677124354	12.9485328866	54.2218622225	21.4552558779	50.2775339914	31.5236648248	38.4146363244	47.4814573187
MAPK signaling pathway - yeast [PATH:ko04011]	K03781	4.1767501635	4.1778457604	2.2985217543	6.8355737819	21.7999788979	12.4845563943	2.6483001309	5.1463159726	3.0957482337	3.0574675172	13.6403472636	9.0894288689	75.6872737099	1.3918394417	2.7320358914	1.8330554329	12.6489862553	2.0098948174	2.0456617621	6.9886015786	1.0427552616	11.8115811959	4.6850527872	4.4512085436	20.5162206206	5.4813103241	13.0248970828	11.6310171809	7.016896972800001	8.4210765946	0.3171526869	3.7487451006	6.7690302513	4.0360350246	2.9698898133	4.493855975	8.4021382801	15.2550205854	20.3756068146	1.9789397053
Mannose type O-glycan biosynthesis [PATH:ko00515]	K00728K19872	0.0	0.0	0.0	0.0258013589	0.0	0.0	0.0	0.106465467	0.0	0.0	0.0	0.0	0.8947348093	0.0	0.0	0.0	2.1975949994	0.0	0.0	0.0897104429	0.0	0.0	0.066907735	0.0	0.7961216768	0.0	0.0	0.2980459769	0.0	0.0867560424	0.8895890215	0.0	0.1137949705	0.0	0.1905446599	0.0676899486	0.0	0.1841243253	0.0973690097	0.0472320126
Measles [PATH:ko05162]	K03237K08738	0.0	4.430337619	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.124010333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Meiosis - yeast [PATH:ko04113]	K01768	0.0	0.0	0.0	1.0474699943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2281444041999999	0.0	0.0	0.0	0.0	0.0	0.095769255	0.0	0.2144917075	0.0	0.0	0.0	0.2272587828	0.0	0.0	0.4092575699	0.0	0.0	0.0	0.0	0.0	0.1022917809	0.0	0.3369055524	0.0	0.0	0.0456330544	0.1488387792
Membrane trafficking [BR:ko04131]	K00940K13525K07192K11982K01551K19872K01191K01267K00844K01623K00134K01834K00873K04079K03231K06902	138.3347178989	229.5421226269	204.4841406666	365.365794436	335.81246016	295.734341419	132.73069190590002	625.3906759313	314.3985533916	181.1915546647	405.8040835498	356.7145906688	928.3137951151	365.9863754187	337.3684562906	335.4826394625	274.7343541024	204.3784226833	315.9212410756	222.6153501463	420.5658226855	270.23077248100003	230.7299714207	207.4649484043	332.323445345	285.6956949286	336.8770478793	452.531533818	271.03561329819996	208.05491594080002	380.1596947039	149.7166139597	310.0659851824	346.7962041025	239.28055299279998	229.3327771217	467.7664601202	385.2589935983	260.7545813269	510.7227750853
Messenger RNA biogenesis [BR:ko03019]	K13525K06965K03265K03231K03679K08300K08301K03685K12574K18682K12573K01167K13288K03698K03732K11927K05592K18692K03654K01689K00962K03628K00850K04043K04077K03666K00937K22468K00970K08311K03563K18765K02553K09893K06958	551.9658794439999	607.0192650181	648.6124967049	771.5476895086999	1069.1442089527	844.4561162598001	774.187908917	1197.8523334699	845.7611373538	586.154603997	935.0227720297	805.7823866383	2634.8945682706	1363.9497499300999	860.2172265890999	778.2623408617001	671.0150759056	766.2736402410001	785.7532115869	646.3352900002	1477.3079191028	1399.5764474571	719.212399556	599.7010747071	1047.0863367485	793.5315978473	772.2621115827	1030.9540369396	712.2111507664	562.9154835148	748.5354519418	442.2963386415	758.5308681675	838.4661972545	769.1977962848	631.793115196	982.0070650593	985.7888554505	725.8540606163	1245.7988739201999
Metabolism of xenobiotics by cytochrome P450 [PATH:ko00980]	K00799K00121K13953K00001	5.9529371975	4.8805066312	6.1221818228	25.7856548142	61.182151947	33.817149159500005	0.6526308268000001	14.8099191401	7.7860096072	4.5461708575	11.0662378667	13.3092736453	381.2550878287	1.7349059684	16.9904964299	14.1870538285	4.6975669437	10.370053717600001	6.1918401849	6.4488018062000005	8.390614600200001	66.0081460446	7.8347789951	9.0223312277	16.4240591276	6.8727652492	9.3308798473	29.396174404	37.000318954899996	0.1750359518	7.6804605335	0.2917415976	9.5366801578	1.6106500572	17.4918076336	4.6639189750000005	48.8627561702	21.8808404593	9.825848242300001	57.2604561819
Methane metabolism [PATH:ko00680]	K00121K01070K00123K00124K00127K00126K15022K00197K00194K00198K00196K00600K00830K00018K11529K01689K01595K00024K00863K01623K11645K01624K03841K02446K04041K00850K16370K21071K08094K08093K07811K03532K03533K07821K07812K00200K00204K11260K11261K01499K00319K00441K00581K00399K00402K03388K03389K03390K14127K00925K00625K13788K01895K00169K00170K00172K00171K01007K01834K15634K15633K15635K00058K00831K01079K02203K22305K14080K14083K05979K11780K14941K16793K18933K09733K07144	553.6089423425	847.0290824735	635.3375197551	924.8301683518	1356.1937956443	1073.4947324292	695.0873742474	1238.6437371659001	957.0462805401	714.6986512636	1127.5217813396	1004.1565901288	3571.6965507467	1350.009726197	1022.6462386776	701.9760467164	855.9947974015	727.0757924718	859.8638571344	796.7381391653	1234.0550279371	1276.7658026432	697.2673651996	720.9299266762999	1192.7550160776	891.3350430679001	1065.0391597142	1361.7085215034	919.161341311	821.9535876327	856.9489230518	491.8676644509	1004.3582526313	1034.6040224744	872.2975041271	788.1915623332001	1273.5547438119	1258.708260129	893.4689447935001	1096.6792719179
MicroRNAs in cancer [PATH:ko05206]	K00558K01425	38.0974905801	52.5750369963	20.1235897697	44.29206692540001	122.6671381022	88.3419803717	36.4338953984	66.3248695724	92.9065528219	24.3114760393	74.6379565957	67.5680874102	269.9344842092	15.0830965484	29.211917120800003	11.6569261554	62.5752367531	21.653929526	31.524492636799998	77.2110861689	8.6698120619	45.1969791557	62.344344521400004	46.4562420882	49.5384800211	73.3423192269	68.9345113745	98.26903133559999	57.455494052999995	66.0283631954	17.0614121594	36.2002272587	66.0325737236	51.252339962700006	64.517636086	32.5934108506	44.6732077609	83.4781894082	71.0200952255	20.070471320200003
Mineral absorption [PATH:ko04978]	K07213K17686	12.6629617586	6.7424815139	0.8620363984999999	13.2662704597	13.6524713958	5.1617195	13.8526257556	3.8608721582	3.8114123985	0.6661211944	5.3739306078	20.2706686239	72.0907812367	14.2015145441	19.4458300766	12.8535467648	1.9417170221	15.2951681402	7.843278006999999	11.7718735672	2.2806176749	12.8974172177	30.6084638474	4.7260712414	31.8105143544	10.8924911819	2.9115963911	7.0380134029	11.9021540151	8.3582930009	14.6367172596	1.3831534593	19.5804842303	0.7197842673	35.2979941722	9.8605533654	26.4372901432	4.1958089898	5.6583047309	35.4585678759
Mismatch repair [PATH:ko03430]	K03555K07456K03572K03573K03657K01141K03601K03602K10857K07462K03111K02337K03763K02338K02343K02340K02341K02342K02345K02339K02344K01972K06223K04802K10747	455.9789762961	463.8138215185	386.8436964594	735.2775135201	866.0648524509	692.2247341073	540.5935095201	1217.6596847362	640.2152333789	511.7647551999	705.1076339826	788.4667377473	2769.6681553933	1233.6126557522	739.7169925399	612.8276488232	492.968063113	616.0890607737	765.5221023799	600.3500992467	1192.3650745881	1110.4412439445	501.0496967445	423.023126105	947.6592161165	535.0165629488	605.0732725839	901.6566165176	805.2323416005	556.1156105545	791.921347018	331.2783366298	541.0932416057	636.6964322690001	635.2263540187	566.2621089117999	1048.6523240418999	823.3662769704	474.8534327093	933.5915993556
Mitochondrial biogenesis [BR:ko03029]	K03878K03881K03882K03884K00412K02256K02261K02262K10908K02519K02520K02357K02358K02355K03538K03537K17675K02911K02990K02959K03595K01866K01869K01876K01880K01887K02433K02434K02435K01173K17680K03111K07277K04043K03687K04077K04078K03686K04487K04082K07390K03593K02257K02259K03217K14998K07152K04079	1178.9398043996	1401.8965586281	1370.9707463777	1704.9961297653	1857.4161514464	1635.0409938149	1642.8033740799	3026.5016456728	1783.3830847267	1327.9812057567	2102.2999438085	1878.7571677326	3917.6778645388	2730.4455273959998	2063.4039712209	1621.925772183	1497.2434858406	1661.5369616267	1816.5978765649	1504.7964970661	3078.9588645114	2483.229835745	1518.9793694884	1269.0932604709	2060.0713587953	1909.886345792	1729.679378146	2145.1551271129	1724.7023080892	1374.4586026366	1821.3068729989	1076.5017092689	1632.2644716603	1780.7314590147	1673.6138826691	1504.1710313013	2142.4657678188	1993.5444593844	1538.7054555445	2545.7370900722
Mitophagy - animal [PATH:ko04137]	K02927	0.0	43.3025469091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Monobactam biosynthesis [PATH:ko00261]	K16422K00955K00956K00957K00958K00928K12524K12525K00133K01714K00215	191.40636423069998	222.08995336610002	240.802694657	299.8817799064	423.0705465617	369.85556182579995	254.23843782080002	543.0083547574	340.0039800843	167.8364371806	487.5772068084	392.65323316589996	1090.3584154494001	869.4283914066	284.1875454665	196.53810754810002	306.98549520890003	199.29131503050002	338.67999929300004	264.05206545699997	710.7051645611	355.20403334829996	276.9987716186	197.77812592589999	455.5587604653	376.9537590904	293.2984181177	439.5521114747	319.5949053856	211.6350473718	371.9029959677	145.2152137366	352.8076524154	323.9230341612	379.98579768729996	219.177864875	416.3368189922	360.1362457122	333.185437406	319.6486708121
N-Glycan biosynthesis [PATH:ko00510]	K00721K07151K00737	1.0246196875	1.4788433886	0.5056198879999999	0.7355998412	1.1956501093999998	0.7017370606	0.4833760105	0.1966617443	0.1995819296	0.0	3.6993108243	2.6028860797999998	0.5693304251	0.069720498	0.0789511041	0.0	4.8620800914	0.0	0.0	2.3712677846	0.0	0.0999992593	1.2592794581	1.9467097005	2.0824433968	2.9132483925000003	3.5404943392	1.2120663603	0.1244568678	0.9780832479	0.0610100194	2.0382977632	3.8804576143	2.4208490553	0.5338239414	0.4673223041	0.0	0.8016683225	10.9869259398	0.1405261108
NOD-like receptor signaling pathway [PATH:ko04621]	K03462K03671K04079K02406	39.379088079	61.8172804879	63.4176302847	72.0060540796	114.9132189468	114.14356040919999	46.7364999211	139.377185866	66.2360884164	51.314797917	103.57650780280001	89.25644466370001	232.27198771329998	24.2397584164	56.2535328356	25.822264917000002	90.6082628788	36.1628836144	90.3203181857	66.3471547816	28.3199411882	47.5713847892	30.2096623649	53.4718108717	47.0783730227	62.859497898	110.4813373515	118.5226049992	85.54583912960001	54.6806276217	91.1765475876	49.6598406981	113.9819971318	65.7952124524	47.5504197598	59.8126176851	101.51711624049999	111.79732219479999	79.4775799317	30.4022568705
Naphthalene degradation [PATH:ko00626]	K00480K13953K13954K00001K00121K04072	5.8881197929999995	5.3611000649	11.230500943500001	23.497255486300002	51.8690018897	31.378724706	0.9391431406	15.6588364781	7.4812345784000005	9.090666903599999	12.1138444369	14.213223944300001	314.1272995662	6.3185291938	25.929334585	16.679365249	9.1604717015	12.5659709083	9.8871141877	10.2233338799	14.4778150643	65.0114360275	6.2373135122	9.1425911465	27.9857908306	8.0740385728	8.4772075233	26.16850938	36.5295004201	0.7190363457	9.806951673699999	7.8505924609	8.977985972799999	1.6816750038	21.1555378002	8.6539859244	50.169437561500004	19.5720494881	8.7487184925	77.3465388417
Necroptosis [PATH:ko04217]	K00261K01915K00688K04079K03767	83.55585740539999	66.840745512	119.2565678974	133.56316008390002	190.7422401636	111.9005619883	81.0827647164	289.979592176	144.3060598822	81.2325283902	110.5695205789	137.03838345009999	512.1220361348	244.0660581176	160.2706022042	132.2500395245	100.4838128893	79.26555994750001	127.5091867958	95.3577293498	277.7251457575	121.72179796409999	92.4534525376	96.21108545530001	163.5115465156	104.2960267538	111.44974809109999	168.0276330476	143.80471711479998	77.4264667946	152.69951059029998	62.6581418273	139.38080966680002	99.4484131291	160.4280485406	106.9100157416	188.9640757424	110.8338245653	113.6905478557	269.5313304864
Neomycin	K00844K00845	15.892005688200001	27.4301407106	14.9802882983	29.2955912993	64.3026028777	35.7540825467	28.0303853285	22.943684193	48.9236930331	39.2824136391	47.568604301	34.80573685	91.4048927875	40.5002460961	35.827550281600004	29.0385454249	30.456367839000002	9.318163288700001	36.310076703	37.5918073188	30.2904455429	24.860109123	26.3674169265	32.568884868699996	48.6772370807	41.610186116099996	49.361473843	40.8916800119	36.596736980100005	28.744637634700002	21.8923567969	33.6035935042	58.2971525228	21.6765317037	32.944351898799994	20.4855483922	32.1119074781	36.1158837875	32.5103637797	83.02584902710001
Neuroactive ligand-receptor interaction [PATH:ko04080]	K05770	2.0124527543	10.4945534797	0.5584864407	5.0415706016	7.7470960648	24.1524883358	0.9205290118	2.5853027524	11.3991176957	4.8213929598	20.0438978431	6.2652688808	13.6144974815	0.2458966907	12.8758084663	0.7122748562	16.6867589021	0.5676057686	7.7371970117	6.9900343728	1.0059389571	0.7332889504	3.7691059589	2.8726269041	1.6943261186999998	6.2489720927	17.5833401448	20.8166309132	7.1865891231	16.2514797217	0.1727529052	2.2331448134	19.8373937598	15.8585440469	1.7920184706	9.2200993109	7.3960664159	14.5165143074	8.0345693985	2.4632160311
Nicotinate and nicotinamide metabolism [PATH:ko00760]	K00278K06989K03517K00767K00763K03783K03784K06211K01081K11751K03787K08723K20881K13522K00969K04765K03426K01916K01950K03742K03743K01239K08281K03462K12410K00858K00322K00324K00325K20446K20447K20448K15358K19647K20450K20451K20452K20454K00135K08324	296.0977848538	306.388860389	462.3402942997	668.0303721631	866.0019269898	573.5796812273	392.0971878574	1013.9071335993	627.6815137272	404.5994591928	555.3861013978	648.3125326370999	2562.0259652148	1027.4799924972	620.6912429109	564.964328787	482.0852816846	340.0891474531	554.3613085227	449.680373593	1019.0963897771	706.484466058	453.0675220412	403.56355728890003	659.4117435436	442.09009521900003	589.0978680291	786.3885331287	541.4768382309	450.0951779031	673.2332234181	269.0884546404	574.7243665569	502.5415922253	641.8817416733	470.3170459821	917.4639697380001	710.8295592814	470.8103650172	1087.9420538178
Nitrogen metabolism [PATH:ko00910]	K01455K02575K15576K15577K15578K00370K00371K00374K02567K02568K00372K00362K00363K00366K03385K15876K00368K04561K02586K02588K05601K00459K15371K00260K00261K00262K01915K00265K00266K01725K00926K01673K01674	266.7596702108	238.6229807364	500.50887510459995	452.5330391826	834.0112728394	487.84582048469997	287.75563199910005	627.0457920836001	431.0452458335	392.1605538985	439.3766049154	362.3795989175	2182.1431754061	773.8417120524999	315.0638281548	315.9200706703	373.1208928578	342.4896461372	454.9490818178	343.4613438695	643.9806430716001	550.4224388111	227.9100308756	366.6161801394	432.8990594435	417.2655871694	485.2654485259	579.83664544	444.2355820842	359.3869557889	408.4433049436	286.49037375940003	406.0809670844	441.91742697200004	488.86485143730005	418.3796807073	582.6616131991	484.03075673380005	398.2459969312	492.1303111643
Nitrotoluene degradation [PATH:ko00633]	K10678K10679K10680K06281K06282K00198K00196K00169K00170K00172K00171K11181	14.8511092887	16.6791694011	12.8208207814	40.2237782136	92.0255741847	41.9527981368	5.1675787345	29.7740764172	8.8563192595	16.6019943277	16.4594546027	18.102560453400002	520.4514461254	12.920960875	16.419610068	12.2214465965	3.9343158293	7.4275893239	5.617583787199999	5.2757552131	16.128656897	68.162131925	16.665782928200002	11.7235859935	25.7044505111	9.9938592329	16.6570115423	45.8656436692	63.85969855	6.4506697264	8.4227895772	8.2705188678	24.641564515899997	11.1856053124	21.157655363	7.263212542600001	66.9665781634	28.973326672699997	15.2961666333	13.9277564773
Non-alcoholic fatty liver disease [PATH:ko04932]	K03237K08738K03955K00411K00412K02262K02256K02261	0.0	4.430337619	0.0	0.0	0.0	0.31654382319999996	0.0	0.205047769	0.0	0.0	0.0636141665	0.26656685420000004	0.0879691842	0.0	0.0	0.0	0.0839681149	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3594297646	0.0	0.0	0.0	0.0	0.0550125756	0.0	0.112259957	0.0	0.0	0.0	0.0	0.0674971357	0.0	0.0314470049
Non-homologous end-joining [PATH:ko03450]	K10979K04799	0.0	4.6382991563	0.3414110021	0.0951138774	0.1622825251	0.0944847323	0.3406592817	0.4976545804	1.1515982309	0.762559593	0.0	0.3401111796	0.0835186398	1.302718957	0.6254188792	0.1226683262	0.241532167	0.0	0.0	0.1276240279	0.4876478135	0.0	1.0582018779	0.0	3.371296636	0.0	0.0	0.4311454918	0.0730294244	0.0717405735	0.0	0.0	0.0	0.1361998922	0.385956289	0.304023997	0.6030030758	0.0	0.0571666835	0.299956047
Nonribosomal peptide structures [PATH:ko01054]	K01779	0.0	5.7695807208	0.0	8.3678788046	0.2922366111	0.5635736385	0.0	0.0	0.0	0.0	3.4727451185	17.684111822	0.0	0.0	12.3484461226	8.6669295771	0.0572483417	10.762747407	0.0	9.3283541862	0.3644816297	0.0	0.8786559907	2.5468994726	0.1736111174	6.724243249000001	0.5590457418	0.0	3.2984351918	0.0	17.0889261984	0.0	2.9420915651	0.0	21.0193560939	7.8449568266	11.095194366	0.4869589508	2.8060238028	10.6759815899
Novobiocin biosynthesis [PATH:ko00401]	K04517K14187K00812K00813K11358K00817K00832	81.7459394694	114.3585103058	63.094403875000005	141.5060800404	188.5670892514	158.79216592970002	59.6805289673	219.800980021	149.9369445432	88.9787210874	174.80207352020003	182.43691031269998	526.2046071004	190.5365416662	124.991313169	79.19849119899999	120.2704566483	74.8539298816	153.48920259899998	132.4921705755	153.8177834038	105.2208116635	115.9271083909	84.02148393729999	147.3357023835	174.3819477932	128.0890742263	188.2262552199	173.7868586368	121.31038004339999	161.8925374948	70.2262377104	154.9101040076	156.4677841589	121.1810081422	136.7608512911	218.2300281178	153.56095338170002	147.8972319023	257.2247516031
Nucleotide excision repair [PATH:ko03420]	K03723K03701K03702K03703K03657K02335K01972K10843K04802K10747	233.1850913564	224.5912938128	334.8292513756	408.1236311807	468.8350522545	307.4703260292	220.0339392303	667.1321597922	358.1042792811	272.9156237189	372.675219741	420.9159395967	1176.4931653091	483.290715649	419.7985690485	412.45047960989996	274.4835184773	321.2902924601	359.3297195423	316.0334129394	574.1648219555	585.4906337763	300.5843760812	265.3269185719	419.3264422042	310.7133670222	349.1792882778	474.1014100076	308.1443455277	263.208587459	483.9535644792	186.2898373499	424.59185109919997	325.2653159953	395.2999438449	363.3092997257	590.766647603	430.57515205000004	276.7761400259	716.1083498205
Nucleotide metabolism	K03647K15051	17.2792943035	10.0623463148	30.9401988423	56.922131864200004	42.1402370271	18.4513090963	26.267923392600004	115.3007958293	45.2916065578	16.4414408583	14.3669516791	38.932903700199994	118.5958226393	148.7983221746	63.125119633500006	59.419007883	17.4229544645	22.2659016066	19.002418631	5.233525441499999	122.5467447533	30.2630207764	28.2756641567	19.3109899628	31.839159001200002	8.9758305178	5.2161424619000005	40.7714919594	38.2609816705	8.111611674	31.7265084428	11.6045300845	14.3775118654	16.8236326583	69.4977075375	20.071396666	67.97164100260001	20.8424068233	17.079323227	109.76606056540001
O-Antigen nucleotide sugar biosynthesis [PATH:ko00541]	K00963K01784K17716K01854K00012K08679K00973K01710K01790K00067K19180K20679K02805K16704K20429K21379K00978K01709K12452K00523K12454K01809K16011K01840K00971K01711K15856K02377K13010K04042K01791K02472K01654K00983K19068K15898K15899K02474K13016K13018K13019K22925K02473	258.5165398041	286.8390699967	241.4396477589	378.4799480983	628.6782879468	460.2586709122	178.8593259618	628.5835342296999	438.1447642438	279.2271906067	507.0305528203	509.17896986650004	1738.8873875929	339.9574275685	412.4461951628	433.2961984735	384.931168332	195.8966236784	326.4291913055	390.4495037027	535.6215645498	321.8879108216	336.2910405714	319.486918023	734.7555681985	350.70789142719997	427.0794758404	670.9025417081	425.3822904762	341.8525069401	497.889156028	264.1547311646	405.4391905823	404.9976894569	355.4743310646	277.1910122824	563.593364545	412.64127216459997	424.414428749	771.1998989899
Olfactory transduction [PATH:ko04740]	K04257	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1235932744	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
One carbon pool by folate [PATH:ko00670]	K00287K18589K18590K13938K01938K01491K00600K11175K08289K00602K00603K13990K00604K00605K00548K00560K03465K01433K00297K01934	414.9429517556	535.7823181829	576.264889918	657.9445518056	982.4661428718	806.1677062685001	527.1062457431	929.7748032881	797.0262314239	490.5243747126	855.0680385588	778.1318381832	2005.1523022579001	1241.1592599748	690.7012630749	538.3609652391	700.1000697263	543.3976692157	722.5267510232	659.2041313819	1115.0655626137	954.7046415764	454.634102811	506.1227839754	1027.3566776124	663.7645222763	820.2894605159	1004.7678495849	627.7183659848	651.3169572946	662.3165198197	358.9269968065	704.6664246158999	766.4837159812	708.9393422108	651.9000697629	876.1823403502	874.8058390579	632.0437793417	671.8421934053
Other glycan degradation [PATH:ko00511]	K01186K01190K12111K12112K12373K01191K01192K01227K01206K15923K01201K17108	147.21237406929998	238.0826128737	63.5598291861	208.0809118674	227.1768395218	195.9168744182	131.9593741951	293.7076961773	150.6974173935	79.2866569574	262.7303949381	373.246472029	474.4209046094	219.9471158964	238.7409357527	206.0976016164	316.41960391419997	145.3951709337	99.8342187157	308.0166442104	156.4466959849	51.511105825	371.8015812133	116.46256512629999	270.5195814689	254.53443699070002	244.4208267855	271.0111922498	141.81455807	169.6083152085	203.44290511460002	139.9573499362	286.35061267730003	249.178484584	226.4571451548	173.2593165004	324.7392729896	210.4226997744	307.5177765496	195.0017608148
Other types of O-glycan biosynthesis [PATH:ko00514]	K00728	0.0	0.0	0.0	0.0258013589	0.0	0.0	0.0	0.106465467	0.0	0.0	0.0	0.0	0.8947348093	0.0	0.0	0.0	0.0	0.0	0.0	0.0897104429	0.0	0.0	0.066907735	0.0	0.7961216768	0.0	0.0	0.2980459769	0.0	0.0	0.8895890215	0.0	0.1137949705	0.0	0.1905446599	0.0676899486	0.0	0.1841243253	0.0973690097	0.0472320126
Others	K15975K15977K06999K09181K03969K03971K03972K07504K09747K02039K02255K02192K03670K05794K03926K06201K05781K06195K06202K07216K07217K07219K07222K07225K07226K07231K07234K06039	179.7030612221	138.7338720988	196.25630341270002	234.64943774730003	417.795893376	270.5302260347	233.201652066	369.0501609134	164.2489344698	187.77217267609998	237.6102663679	227.4440932767	1618.6047588821	472.8039043753	265.0106730703	194.3813203416	167.4459774324	214.2963410278	146.1341123789	213.4589388036	508.79763371629997	540.416439319	232.9057755076	134.8365326106	272.5972633851	164.8282779517	204.5649899417	345.2239080786	272.8562561446	139.2945425609	125.8874891186	111.9178951444	155.18772515450001	220.9392268698	238.1331944637	183.00898701219998	398.1590968049	280.9820363557	153.0458380823	233.6828877147
Oxidative phosphorylation [PATH:ko00190]	K00330K00331K00332K00333K13378K00334K00335K00336K00337K00338K00339K00340K00341K00342K00343K05572K05573K05574K05575K05576K05578K05579K05580K05581K05582K03878K03881K03882K03884K03955K03885K00239K00240K00241K00242K00244K00245K00246K00247K00411K00412K03886K03889K03890K03891K02257K02300K02276K02274K02275K02262K02256K02261K02259K00404K00406K02828K02299K02298K02297K00425K00426K02111K02112K02115K02113K02114K02108K02109K02110K02132K02117K02118K02119K02120K02121K02122K02107K02123K02124K01507K15986K06019K00937K22468	823.5896125169	886.580975463	774.1174017102	1378.2697752099	1865.2370656728	1514.1503688108	744.8665556281001	2638.9861486137	1317.4337596073	740.7380641767	1431.9847153397	1373.954736179	4839.3119205452	2577.1991882798998	1222.5963916565	890.6775986582	1143.6504471942	727.3133218575	1048.1442746841	1262.8630926317	1849.5286441184	1023.2534351022	901.7621455048	809.0294101362	1352.7444083792	1107.5683683986	1205.4799561519	1857.015488386	1427.5060685244	1107.0059816632	1192.0360574997999	760.7625035079	1337.4316141751	1183.1600469228001	1198.4867266808	835.4191196778	2077.7090627864	1365.3555090108	1235.0088097482999	1695.1762814229
Oxytocin signaling pathway [PATH:ko04921]	K03234	0.0	5.0680684926	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
