"","Variable","Feature","N1","N2","Mean1","Mean2","Beta","SE","P","FDR","FC","FC_lower","FC_upper"
"Woeseia","Group","Woeseia",20,20,0.2975,0.1305,-0.0592006686102042,0.0293650121506222,0.0509071864553146,0.103722137294556,0.959795750997423,0.922259025392449,0.998860253214334
"Fretibacterium","Group","Fretibacterium",20,20,5.5425,3.053,0.101031699005515,0.0501861817111285,0.0512238097878657,0.104298677091062,1.07254018249377,1.00185018249421,1.14821803016482
"Intrasporangium","Group","Intrasporangium",20,19,0.346,0.1115,-0.0451981916313705,0.0224687159955878,0.0513924082227409,0.104567014747928,0.969156668951649,0.940019848706079,0.999196612993158
"Frateuria","Group","Frateuria",20,20,2.468,0.988,0.113910464632864,0.0566344789320461,0.0514230817927856,0.104567014747928,1.08215748246346,1.00201693105847,1.16870761416638
"Arachis","Group","Arachis",20,20,75.8485,46.9155,0.0863002360161165,0.0429212014219159,0.0514959204076492,0.104635465479079,1.06164412232966,1.00150851082209,1.12539057861019
"Magnolia","Group","Magnolia",20,20,27.0605,16.8385,0.0791976801172009,0.0393962600056125,0.0515381661815056,0.104635465479079,1.05643036902009,1.00137407502422,1.11451369914978
"Cellulosimicrobium","Group","Cellulosimicrobium",20,20,4.478,2.165,0.139385919972571,0.0693426284523854,0.0515580367171842,0.104635465479079,1.1014361921498,1.00241115068587,1.21024360567757
"Picosynechococcus","Group","Picosynechococcus",20,20,1.728,0.713,0.0946701897507763,0.0471373337478429,0.0517476711874255,0.104951592283921,1.06782126867878,1.00158233010066,1.13844087258224
"Aerosticca","Group","Aerosticca",19,18,0.494,0.329,-0.0919175723801553,0.0459024909644987,0.0524095349612168,0.1061890111157,0.938274802804999,0.881549536321057,0.998650182782396
"Sporomusa","Group","Sporomusa",20,20,21.242,12.994,0.100103310377874,0.0499991599117732,0.0524491085124869,0.1061890111157,1.07185021422868,1.00146010989963,1.14718786138892
"Defluviicoccus","Group","Defluviicoccus",20,20,0.401,0.1795,-0.049919457127425,0.0249348254047499,0.0524605924550298,0.1061890111157,0.965990256786371,0.933814752088448,0.999274400109086
"Leminorella","Group","Leminorella",20,20,1.8595,0.8475,0.0809332594932898,0.0404351990591091,0.0525102878283535,0.106220223224587,1.05770203213921,1.00116535244992,1.1174313873865
"Methanococcus","Group","Methanococcus",20,20,2.352,1.24,0.0886118592091855,0.0443229407075623,0.0527715569296601,0.106671554956962,1.06334655303749,1.00120603713788,1.12934386121865
"Whopevirus","Group","Whopevirus",6,4,0.235,0.006,-0.0856180225669323,0.0428312777124431,0.0528022475972829,0.106671554956962,0.942380751806084,0.889109290530757,0.998844001331328
"Melaminivora","Group","Melaminivora",20,20,2.797,1.1565,0.128579859330803,0.0643711753255729,0.0529699489724328,0.106940633137179,1.09321704519814,1.00167351631496,1.1931267907616
"Methylacidiphilum (ex Ratnadevi et al. 2023)","Group","Methylacidiphilum (ex Ratnadevi et al. 2023)",20,20,0.585,0.405,-0.0725749106542926,0.0363520086264177,0.0530862650704153,0.107105687144022,0.950939253712409,0.90511634314625,0.99908201978516
"Litorivicinus","Group","Litorivicinus",20,19,0.4025,0.2095,-0.0677281958035565,0.033955967603331,0.0532973801018157,0.107461666190974,0.954139293756233,0.911123236271027,0.999186230411136
"Crassaminicella","Group","Crassaminicella",20,20,12.884,7.298,0.133032723415787,0.0668349575995301,0.053768035131818,0.108340143610861,1.09659646146399,1.00141238728963,1.20082776542243
"Kibdelosporangium","Group","Kibdelosporangium",20,20,2.0135,0.645,0.108247262959421,0.0544274538135714,0.0539551684607538,0.108646567290368,1.07791787315108,1.0010884541948,1.16064363382663
"Ketogulonicigenium","Group","Ketogulonicigenium",20,20,3.0295,1.357,0.112981758182178,0.0568278068680371,0.0540349383695075,0.108736541563054,1.08146108911701,1.00110913492274,1.16826232672866
"Methylobacter","Group","Methylobacter",20,20,2.6955,1.372,0.0846271419602061,0.042582666803102,0.0541248781915386,0.108846851080842,1.06041364681636,1.000807922389,1.12356934552453
"Microvirga","Group","Microvirga",20,20,4.807,2.5425,0.110729691057849,0.0557497770805855,0.0542599343608069,0.10904518519118,1.07977423018833,1.00101259592195,1.16473298430872
"Helicovermis","Group","Helicovermis",20,20,3.3365,1.779,0.120931657010271,0.060895232004065,0.054293875685702,0.10904518519118,1.08743687584619,1.00109369233145,1.18122705997293
"Gloeobacter","Group","Gloeobacter",20,20,3.6535,1.613,0.114533283805256,0.0578429699957268,0.0549706196259533,0.110292934563833,1.08262475649689,1.00080511120526,1.17113347069984
"Thermodesulfatator","Group","Thermodesulfatator",20,20,0.3265,0.1825,-0.0812074802573071,0.041015156139125,0.0549863129722887,0.110292934563833,0.945266164130957,0.894034750227655,0.99943332272412
"Prunus","Group","Prunus",20,20,23.014,8.621,0.154201235209891,0.0779856545052625,0.0552950430475814,0.110840451749324,1.11280533009942,1.00093573732674,1.2371780290361
"Faecalibaculum","Group","Faecalibaculum",20,20,8.6335,5.542,0.127343173948551,0.0645297316922846,0.0557545434992871,0.111668744091597,1.09228033562969,1.00059968261756,1.19236129326189
"Sporisorium","Group","Sporisorium",20,20,0.4705,0.2595,-0.0588413191773674,0.029825882807144,0.0558226629803426,0.111668744091597,0.960034848663254,0.921911360276244,0.999734844759593
"Haloferax","Group","Haloferax",20,20,1.7725,0.743,0.0948425812705598,0.0480789017692544,0.0558443203195762,0.111668744091597,1.06794887314465,1.00042147639762,1.1400342981018
"Paludihabitans","Group","Paludihabitans",20,20,14.8565,8.132,0.188305773101191,0.095461841463395,0.0558523889454583,0.111668744091597,1.13942484790062,1.00083251378327,1.29720903960809
"Faecalibacter","Group","Faecalibacter",20,20,0.7395,0.469,-0.0646412832931596,0.0328205351744081,0.056213287380404,0.112317844997983,0.956183036710859,0.914484401967791,0.999783044660179
"Halorhabdus","Group","Halorhabdus",20,20,0.411,0.2,-0.0533674157631056,0.0271013827572849,0.0562562855888531,0.112331333144237,0.963684351908489,0.928847639945325,0.999827625301335
"Thermoclostridium","Group","Thermoclostridium",20,20,8.7835,5.142,0.137150691281167,0.0697167278222193,0.0564855500411873,0.112716496830418,1.09973101157986,1.0003507279415,1.20898427326501
"Brevirhabdus","Group","Brevirhabdus",20,20,3.804,1.5605,0.145752760608766,0.0741772750871895,0.0567650408449568,0.113201326627105,1.10630774525119,1.00025323972148,1.22360696131668
"Isoptericola","Group","Isoptericola",20,20,4.054,1.8975,0.120551514345073,0.061442745251282,0.0571156115115013,0.113748862626382,1.08715037961283,1.00008576931039,1.18179458618564
"Syntrophotalea","Group","Syntrophotalea",20,20,4.923,2.54,0.121561828042233,0.0619577519686275,0.0571158777262972,0.113748862626382,1.0879119734131,1.00008639356476,1.18345021941241
"Salinibacterium","Group","Salinibacterium",20,20,3.6605,2.028,0.0983022976551413,0.0501099673729451,0.057149718976856,0.113748862626382,1.07051298675813,1.00006014036967,1.14592913821582
"Oceanithermus","Group","Oceanithermus",20,20,1.1675,0.3935,0.0769260689754937,0.0392400439557108,0.0573111227319606,0.113996899452083,1.05476826399777,1.00001080124768,1.1125240740888
"Methylomagnum","Group","Methylomagnum",20,20,1.8975,0.849,0.0909166262385876,0.0464120774283111,0.0574926690204486,0.114284657661559,1.06504665226251,0.999964618567044,1.13436450693732
"Nosocomiicoccus","Group","Nosocomiicoccus",20,20,3.518,1.8005,0.116409933148103,0.0595001912974439,0.0577892851855235,0.114800637685857,1.08403394483519,0.999854143501295,1.17530101884649
"Hymenobacter","Group","Hymenobacter",20,20,48.02,25.8155,0.179551937887648,0.091789687600277,0.0578307691809419,0.114809451436092,1.13253209679117,0.999753374125424,1.28294535778311
"Talaromyces","Group","Talaromyces",20,20,2.2255,0.8275,0.101531853728697,0.0519178948228117,0.0578917946528829,0.114857024090451,1.07291207608158,0.999842515413673,1.15132163841364
"Gynuella","Group","Gynuella",20,20,0.6005,0.414,-0.063755843813516,0.0326295239696988,0.0580988660136325,0.115194104783267,0.956770064494743,0.915283316635096,1.00013726862043
"Methyloradius","Group","Methyloradius",20,20,0.403,0.1805,-0.0484772197987918,0.0248516511258246,0.0585004554733339,0.115916183831114,0.966956423420786,0.9348543680053,1.0001608344514
"Gloeocapsa","Group","Gloeocapsa",20,20,0.6235,0.6875,-0.124419142522211,0.0639077619610886,0.0589716611841415,0.116775193616393,0.917373321452934,0.841083911197011,1.00058246235608
"Pseudooceanicola","Group","Pseudooceanicola",20,20,3.521,1.6025,0.124826801735945,0.0641710668335926,0.0591750002349841,0.117103017706396,1.09037682301076,0.999342773413167,1.18970352094345
"Williamsia","Group","Williamsia",20,19,0.3275,0.132,-0.0634868332796336,0.0327167991537139,0.0597655587066062,0.11819621342168,0.956948484199671,0.91534546152067,1.00044239023232
"Phycicoccus","Group","Phycicoccus",20,20,1.614,0.627,0.0823106032400392,0.0424436385675474,0.0599169949333393,0.118420132205624,1.0587123044934,0.999390958831563,1.12155481674178
"Rhododendron","Group","Rhododendron",20,20,11.5835,7.035,0.101181045043418,0.0522741832430593,0.0603852751452397,0.119228375333759,1.07265121629738,0.999115689977965,1.1515990023634
"Thioclava","Group","Thioclava",20,20,2.9175,1.557,0.0834893932018403,0.0431370644717012,0.0604028877941279,0.119228375333759,1.05957770528498,0.999266051129113,1.12352952676456
"Hyphobacterium","Group","Hyphobacterium",20,19,0.372,0.161,-0.0539931575066214,0.0279171276534264,0.0605796675685305,0.11950120292481,0.963266462642466,0.92741648247223,1.00050225070214
"Candidatus Fervidibacter","Group","Candidatus Fervidibacter",20,19,0.375,0.2165,-0.0696645929665116,0.0360342984005732,0.0606770102772047,0.119617083237314,0.952859499207343,0.907335607524728,1.0006674682443
"Candidatus Babela","Group","Candidatus Babela",20,20,0.3065,0.1385,-0.0628861055932674,0.0325404591774034,0.0607705090136866,0.119725243123595,0.957347033535526,0.915946090914854,1.00061930686756
"Lawsonibacter","Group","Lawsonibacter",20,20,266.667,124.1815,0.236232053258987,0.122830601256457,0.0619674502205027,0.122005799385856,1.17791223808149,0.99687469314835,1.39182712747997
"Sideroxyarcus","Group","Sideroxyarcus",20,20,0.585,0.355,-0.0603516169668958,0.0314030277841609,0.0621482509402009,0.122284082326148,0.959030353747031,0.918975591639228,1.00083095544199
"Aminobacterium","Group","Aminobacterium",20,20,1.2445,0.418,0.0809832023950389,0.042148401137979,0.0622077796072783,0.122323546321672,1.05773864807086,0.998872425591896,1.12007401441661
"Clavibacter","Group","Clavibacter",20,20,4.1115,2.151,0.144153371586807,0.0750485718867564,0.0622834124057602,0.122394606877267,1.10508195880518,0.997962956901433,1.22369886300028
"Hartmannibacter","Group","Hartmannibacter",20,20,0.608,0.3685,-0.0543727397109324,0.028340409828349,0.0625757713293493,0.122891201108779,0.963013054472242,0.926639480894531,1.00081440755006
"Methylocapsa","Group","Methylocapsa",19,16,0.3795,0.154,-0.0493413151537562,0.0257435419455437,0.0628257893845011,0.123304066689404,0.96637744286143,0.933163214781005,1.00077387029295
"Sulfurimonas","Group","Sulfurimonas",20,20,11.567,6.962,0.0945077408110449,0.0493169974513755,0.0628672614079519,0.123307369052685,1.06770103767907,0.998508369707521,1.14168848298676
"Aquisediminimonas","Group","Aquisediminimonas",20,19,0.401,0.3005,-0.0811921516175187,0.042381767176378,0.062945870095967,0.123383460738395,0.94527620764057,0.892385875822642,1.00130126769165
"Haloglomus","Group","Haloglomus",20,20,2.299,0.8835,0.117893695402294,0.061604313606811,0.0632100631294281,0.123822999771237,1.08514940999221,0.998025955245921,1.17987837472251
"Roseivirga","Group","Roseivirga",20,19,0.386,0.2235,-0.0689081813964212,0.0360245051353509,0.0633301606249198,0.123979891204439,0.953359218766745,0.907823530792049,1.00117893971591
"Caldicellulosiruptor","Group","Caldicellulosiruptor",20,20,18.8,11.059,0.141863723429725,0.0741926274851612,0.0634244805875575,0.124086152361642,1.10332951492194,0.997539706716873,1.22033840888842
"Thermosulfuriphilus","Group","Thermosulfuriphilus",20,20,0.3955,0.223,-0.0665542671805909,0.0348220245020825,0.0635343516596559,0.124222685043075,0.954915997932294,0.91079265666478,1.00117689403225
"Trypanosoma","Group","Trypanosoma",20,20,0.4295,0.2105,-0.0562231316263379,0.0294576732421936,0.063887542184126,0.124834485011732,0.961778691527738,0.924048082505933,1.00104991178407
"Aerococcus","Group","Aerococcus",20,20,8.9755,5.015,0.136961695327825,0.0719517640952577,0.0645670856740974,0.126082796788927,1.09958695404059,0.997187178037764,1.21250202181248
"Oecophyllibacter","Group","Oecophyllibacter",20,18,0.2405,0.0725,-0.0698371100194114,0.0367065808996808,0.0646938392817414,0.126250760663801,0.952745563358229,0.906398884915733,1.00146207547815
"Citricoccus","Group","Citricoccus",20,20,1.704,0.708,0.0810906265653877,0.042674219876254,0.0650107218066498,0.126789318363001,1.05781741102766,0.998233451588292,1.12095790147371
"Alkaliphilus","Group","Alkaliphilus",20,20,10.621,6.448,0.0896942770384799,0.0472349807032632,0.0651904831423529,0.127059941671793,1.06414465459101,0.998001379500074,1.13467162386276
"Leptospirillum","Group","Leptospirillum",20,19,0.669,0.4735,-0.0732663965576998,0.0387002909319496,0.065968582861425,0.128495687170054,0.950483576309721,0.901801011459978,1.00179420665311
"Nitratiruptor","Group","Nitratiruptor",20,20,1.903,0.8905,0.0811462094924848,0.0428741324948109,0.0660387507952204,0.128551563262806,1.05785816650198,0.99800082259222,1.12130558923615
"Sulfurihydrogenibium","Group","Sulfurihydrogenibium",20,20,0.6955,0.43,-0.0622642976174174,0.0329291550420625,0.0662861262093928,0.128952106166295,0.957759743296166,0.915857188462164,1.00157943556572
"Nakamurella","Group","Nakamurella",20,20,3.988,2.077,0.111101468409779,0.0587868698386815,0.066417113313317,0.129125868355062,1.08005252000101,0.997147756938793,1.1698501429133
"Fromanvirus","Group","Fromanvirus",19,18,0.2585,0.1025,-0.0693018050788556,0.0366854350523209,0.0665300134627508,0.129264270671514,0.953099140533344,0.906761311330412,1.00180495168302
"Crinalium","Group","Crinalium",20,20,0.458,0.409,-0.0961448035026492,0.050937141720537,0.0667456258863602,0.129586589547042,0.935529593882968,0.872978724181767,1.00256237269833
"Empedobacter","Group","Empedobacter",20,20,4.249,2.3165,0.105940573884917,0.056134204653104,0.0667795364655133,0.129586589547042,1.07619579424235,0.997174249316734,1.16147943886289
"Ferrimonas","Group","Ferrimonas",20,20,4.9545,2.895,0.0975510542566254,0.0517395144790911,0.0670350374589749,0.130000989415121,1.06995569194436,0.997329138107814,1.14787098760207
"Ornithinibacillus","Group","Ornithinibacillus",20,20,3.946,2.236,0.11299276259074,0.0599768338695707,0.0672413205302939,0.130304479414136,1.08146933818193,0.996842973076964,1.17328000599486
"Candidatus Azobacteroides","Group","Candidatus Azobacteroides",20,20,0.709,0.595,-0.117870963573214,0.0625743931014304,0.0672756266739648,0.130304479414136,0.921546606779754,0.846442062103057,1.00331515468082
"Slackia","Group","Slackia",20,20,11.724,5.5645,0.173453677649889,0.0921051084278152,0.067342211059676,0.130351975061796,1.12775499629814,0.995109827045982,1.27808137062709
"Lupinus","Group","Lupinus",20,20,26.756,16.5095,0.100213159605677,0.0533515026145348,0.0680210026355498,0.131583699854912,1.07193182981455,0.9969853527507,1.15251226570116
"Chlamydomonas","Group","Chlamydomonas",20,20,4.7645,2.463,0.113716929973813,0.0605889538128523,0.0682314644861387,0.131908489359042,1.08201232293462,0.996514415678545,1.17484569070202
"Lautropia","Group","Lautropia",20,20,2.268,0.881,0.113780966328872,0.0607085690318312,0.0686042471471063,0.1325464849806,1.0820603508692,0.996396715496646,1.17508878212187
"Candidatus Cytomitobacter","Group","Candidatus Cytomitobacter",20,20,0.505,0.293,-0.0767616920354469,0.0409733821710962,0.0687122154647185,0.132672371168326,0.948183575521165,0.896844941144516,1.00246101822325
"Algibacter","Group","Algibacter",20,20,1.681,1.7495,-0.113199064593533,0.0605423921153707,0.0692382235424437,0.133604766349958,0.924535700894641,0.851535066473031,1.00379455395665
"Thalassovita","Group","Thalassovita",20,20,2.82,1.578,0.086985847147451,0.0466511897459877,0.0699750234504983,0.134942500107713,1.06214876675441,0.996919912273127,1.13164557035032
"Marnyiella","Group","Marnyiella",20,20,0.4525,0.2195,-0.0661951144715643,0.0355535732397303,0.0703727133788623,0.135625024105158,0.955153749744465,0.910114447677432,1.00242193493259
"Adlercreutzia","Group","Adlercreutzia",20,20,424.9775,203.039,0.522051220711216,0.280520913747273,0.0704934300660477,0.135773237896011,1.43599549257227,0.980935532245036,2.10215960876496
"Anabaena","Group","Anabaena",20,20,1.546,0.6395,0.0813394231145916,0.0437383306003089,0.0706851465287334,0.135988211641608,1.05799985014927,0.996963294890443,1.12277321407193
"Subdoligranulum","Group","Subdoligranulum",20,20,4505.294,2138.001,0.337543261753054,0.18151097670812,0.0706928070198871,0.135988211641608,1.2636029950582,0.987451467331335,1.61698329684521
"Allochromatium","Group","Allochromatium",20,20,2.9265,1.491,0.0889274939047466,0.0478820569754615,0.0710431284524289,0.13657732945042,1.06357921882852,0.996594600173667,1.13506610865317
"Miscanthus","Group","Miscanthus",20,20,26.7515,17.0775,0.0684993724190474,0.036910704545378,0.071248209257803,0.136855981147274,1.04862538241061,0.997337976802052,1.10255020686337
"Dokdonia","Group","Dokdonia",20,20,1.38,1.42,-0.103989243481597,0.0560401561571074,0.0712763967640209,0.136855981147274,0.930456595022333,0.86224636718459,1.00406276926095
"Sulfuricaulis","Group","Sulfuricaulis",20,20,1.1775,0.41,0.0708152842653177,0.038209410190207,0.0716090929640613,0.13740964649884,1.05031005875285,0.997179300208763,1.10627167981371
"Kingella","Group","Kingella",20,20,3.8585,1.9265,0.0910477247538074,0.0491454825878355,0.0717162515484356,0.137530113582056,1.06514343805225,0.996348652870681,1.13868828984408
"Pseudolysobacter","Group","Pseudolysobacter",20,20,0.8115,0.613,-0.0769488040913138,0.0415686364284212,0.0719352723751734,0.137864817001028,0.948060607694634,0.896003745690396,1.00314191786079
"Candidatus Pseudothioglobus","Group","Candidatus Pseudothioglobus",20,19,0.279,0.1105,-0.0714140856097698,0.0385862374772998,0.0719883938991037,0.137881355187468,0.951704708843531,0.903099523045674,1.00292584562592
"Azonexus","Group","Azonexus",20,20,1.412,0.5095,0.0868778711231368,0.0469743872464746,0.0721789823645927,0.138161004538525,1.06206927503498,0.996407697640664,1.13205783901934
"Rhizorhabdus","Group","Rhizorhabdus",20,20,4.302,2.302,0.148061224956128,0.0802630846980054,0.0728867152321238,0.139429586731081,1.10807937143502,0.993605854251851,1.23574140404432
"Yersinia","Group","Yersinia",20,20,12.747,7.4065,0.104300395763922,0.0565773687613325,0.0730653206148086,0.139685026887904,1.07497297879069,0.995441716373561,1.16085842709095
"Paludibaculum","Group","Paludibaculum",20,20,2.9045,1.482,0.0901238386860914,0.0489203983498394,0.0732513043818544,0.139873093875289,1.06446155024664,0.996015333692854,1.13761139374476
"Oceanirhabdus","Group","Oceanirhabdus",20,20,6.144,3.291,0.12443443292692,0.0675452897113055,0.073253963007291,0.139873093875289,1.09008031427518,0.994501646767985,1.19484477017411
"Candidatus Symbiobacter","Group","Candidatus Symbiobacter",20,20,0.475,0.309,-0.0588864214076798,0.0319892892911183,0.0734665342157648,0.140129367804719,0.960004836058508,0.919176979422746,1.00264617792594
"Rickettsiella","Group","Rickettsiella",20,20,0.7545,0.5465,-0.0697615565892728,0.0378987256034916,0.073478613321287,0.140129367804719,0.952795459613655,0.90497945240292,1.00313790047933
"Ruminococcus","Group","Ruminococcus",20,20,12631.346,5193.621,0.329054614156198,0.178825839751639,0.073576383167282,0.140229527328049,1.2561899341279,0.985246051869588,1.60164371895715
"Solidesulfovibrio","Group","Solidesulfovibrio",20,20,5.6335,2.6475,0.152586108440807,0.0829792005888957,0.0737621371566923,0.140497149999133,1.11156021874009,0.993055927221725,1.24420597673916
"Wohlfahrtiimonas","Group","Wohlfahrtiimonas",20,20,0.458,0.305,-0.0845531543764778,0.0459908333078242,0.0738176785883842,0.14051657613354,0.943076589595519,0.885954683670573,1.00388142896688
"Pseudolabrys","Group","Pseudolabrys",20,20,2.8575,1.3455,0.0910798392270178,0.0495744109811806,0.074004987703511,0.140786652482002,1.06516714846932,0.995790387259433,1.13937739176295
"Oleiphilus","Group","Oleiphilus",20,20,0.507,0.256,-0.0519906077855695,0.0284107660452941,0.0751087059482577,0.142798699223099,0.964604464319094,0.928082068455414,1.00256410958664
"Stratiformator","Group","Stratiformator",20,20,0.323,0.1085,-0.0477426055534811,0.0261077890553087,0.0753056998984153,0.143085446955971,0.967448918941227,0.933735686627402,1.00237939297487
"Christensenella","Group","Christensenella",20,20,109.545,58.9865,0.181490440267204,0.0993469937343937,0.0755876106905151,0.143533091623717,1.13405486613449,0.99087181050789,1.29792817372018
"Przondovirus","Group","Przondovirus",9,12,0.601,1.7185,-0.222324663372275,0.121767664653575,0.0757448674480504,0.143743627814763,0.857183114866936,0.726487919893232,1.01139037868787
"Barnesiella","Group","Barnesiella",20,20,179.007,79.5745,0.429204794383777,0.235144457833982,0.0758262648181822,0.143810033458719,1.34649119370391,0.978281562548595,1.85328907763415
"Bacteriovorax","Group","Bacteriovorax",20,20,1.1595,0.4215,0.072174977241121,0.0395824250368476,0.076114852655197,0.144269069344621,1.05130040830609,0.996259460518506,1.10938223656047
"Drulisvirus","Group","Drulisvirus",2,13,0.0265,140.269,-0.3752639154353,0.206255453599345,0.0767341648496137,0.145354020091047,0.770964365565065,0.582558725811977,1.02030237748595
"Halanaeroarchaeum","Group","Halanaeroarchaeum",20,20,0.3595,0.179,-0.0703347523949102,0.0387252970859303,0.0772276750642496,0.146199489935314,0.952416980540036,0.903604690877286,1.00386608655199
"Komagataella","Group","Komagataella",20,19,0.2785,0.0955,-0.0631288983972734,0.0347669406336703,0.0773018886196011,0.146250642754667,0.95718593406083,0.913026030888949,1.00348169862349
"Propionibacterium","Group","Propionibacterium",20,20,7.9455,4.1325,0.14019200542881,0.0772245392783925,0.0773632765713277,0.146277482669033,1.10205177600765,0.992288754215777,1.22395634520867
"Phascolarctobacterium","Group","Phascolarctobacterium",20,20,2602.837,1432.119,0.508849314123695,0.280974417789366,0.0780493192924033,0.147484658833633,1.42291483358954,0.971401389593413,2.08429455150008
"Tropheryma","Group","Tropheryma",19,19,0.644,0.6795,-0.11021224004854,0.0609291088473069,0.0783901195305843,0.147993085188643,0.926451758219286,0.852851643460414,1.00640347813019
"Pelodictyon","Group","Pelodictyon",20,20,2.736,1.5215,0.0918185177432575,0.0507646405396299,0.0784138902483872,0.147993085188643,1.06571266746735,0.994690651151892,1.14180573456194
"Termitidicoccus","Group","Termitidicoccus",20,19,1.65,0.6505,0.0830352684924245,0.0459463318855423,0.0786497114160501,0.148347812342264,1.05924422892305,0.995146241990844,1.12747080696618
"Moineauvirus","Group","Moineauvirus",19,19,1.127,1.739,-0.202012744942953,0.112098907266791,0.079467713831593,0.14979954085408,0.869336880228671,0.746530648961143,1.0123450555947
"Granulicatella","Group","Granulicatella",20,20,23.0155,22.6675,-0.239185125354271,0.13285255051838,0.0797425645302346,0.150226265944801,0.847223712971656,0.707314565478334,1.01480735001698
"Bisgaardia","Group","Bisgaardia",20,20,0.3005,0.127,-0.062249727119912,0.0345858744188711,0.0798262205532205,0.150287214187342,0.957769416238835,0.913807354640627,1.0038464343978
"Candidatus Saccharimonas","Group","Candidatus Saccharimonas",20,19,0.398,0.245,-0.0853867010944736,0.0474482385438164,0.0798719076368352,0.150287214187342,0.942531865086681,0.883691523863872,1.00529007319145
"Wujia","Group","Wujia",20,20,1008.3525,183.8485,0.284966067643583,0.158625940621467,0.0803735325802254,0.151083641871365,1.21838160686002,0.982179913870373,1.51138678257549
"Kaustia","Group","Kaustia",20,20,1.7175,0.7765,0.0764003966458118,0.0425309712221892,0.0803926832674672,0.151083641871365,1.05438400989493,0.995187102151475,1.11710213880254
"Limnospira","Group","Limnospira",20,20,0.857,0.21,0.0677567745114281,0.0378118991627947,0.0811077319183439,0.152246055984949,1.04808576272982,0.995605049262289,1.10333285960219
"Cytobacillus","Group","Cytobacillus",20,20,17.0315,10.4245,0.100606181119123,0.0561439561758271,0.0811094670639404,0.152246055984949,1.07222388714332,0.993480824561605,1.15720810682788
"Allosphingosinicella","Group","Allosphingosinicella",20,20,0.432,0.202,-0.0491366369123277,0.0274355388032281,0.0812640165351771,0.15244381794341,0.966514554629004,0.931152717271171,1.00321930762047
"Mailhella","Group","Mailhella",20,20,20.053,9.4895,0.230410976654304,0.128735445598025,0.0814572783874438,0.152713917557585,1.17316909915995,0.984927544868615,1.39738780014255
"Methanothrix","Group","Methanothrix",20,19,0.586,0.3855,-0.0560356029444798,0.031408904185056,0.0823998009779442,0.154387535205955,0.961903716434439,0.921721587171978,1.00383757152663
"Desulfurispirillum","Group","Desulfurispirillum",20,20,0.683,0.446,-0.0586196939355427,0.0329491621539941,0.0832244425881645,0.155777972350991,0.960182339500119,0.918148838078685,1.00414016426486
"Ustilago","Group","Ustilago",20,20,0.4445,0.203,-0.0475627783702866,0.0267358763019868,0.0832424402107908,0.155777972350991,0.96756951577709,0.933055565295764,1.003360145614
"Pectinatus","Group","Pectinatus",20,20,2.0365,2.8115,-0.149864141830206,0.0843016112374057,0.0834547540701241,0.15608103974853,0.901335337099382,0.803797892651761,1.01070853423601
"Algoriphagus","Group","Algoriphagus",20,20,6.3775,3.8135,0.102839479165367,0.0579030871356967,0.0837308654409232,0.156502986731858,1.07388497962865,0.992644769392392,1.16177406563873
"Psychrobacter","Group","Psychrobacter",20,20,7.6855,4.492,0.0987510338499285,0.0557333346655876,0.0844386895038443,0.157730861225083,1.07084601115116,0.992757801297805,1.15507647293156
"Heyndrickxia","Group","Heyndrickxia",20,20,9.932,5.879,0.0971465486660093,0.0548890499528082,0.0847726157698029,0.15825923871724,1.06965573777703,0.99279242354783,1.1524699123615
"Crenobacter","Group","Crenobacter",20,20,0.458,0.253,-0.0560664057505716,0.0317157514783405,0.0851273078165581,0.158825723614397,0.961883179164598,0.92131775519997,1.00423469008147
"Protaetiibacter","Group","Protaetiibacter",20,20,2.7835,1.0345,0.117990535140017,0.066844538697131,0.0855746246945644,0.159564237020731,1.08522225221336,0.991012554554172,1.1883879081924
"Rhodamnia","Group","Rhodamnia",20,20,10.721,6.246,0.0972343057329157,0.0551904321776266,0.0861477274414379,0.160536264185819,1.06972080537797,0.992446376749038,1.15301201986034
"Caldalkalibacillus","Group","Caldalkalibacillus",20,20,1.36,1.0455,-0.0662269087654001,0.037607394256639,0.0862830523258236,0.160691814397673,0.955132700178557,0.907558533398526,1.00520070207944
"Mangifera","Group","Mangifera",20,20,18.789,11.663,0.0886624212420836,0.0503737186809527,0.086440224078708,0.160869320145445,1.06338382072334,0.993044265083278,1.13870568506967
"Oscillibacter","Group","Oscillibacter",20,20,830.1835,510.187,0.200565661020806,0.11397782741604,0.0865094832382969,0.160869320145445,1.14914883224001,0.984299399331033,1.34160707558702
"Acinetobacter","Group","Acinetobacter",20,20,53.721,33.102,0.097455664004953,0.055386787919033,0.0865340937987919,0.160869320145445,1.06988494936487,0.992333910307713,1.15349661337535
"Mumia","Group","Mumia",20,20,1.6685,0.588,0.0906044048907995,0.0515539514939348,0.0868925769587386,0.161363201668837,1.06481618476101,0.992788741397725,1.14206926413438
"Tunicatimonas","Group","Tunicatimonas",20,20,0.7005,0.522,-0.0672732492491515,0.038279940271132,0.0869038991885413,0.161363201668837,0.954440224182861,0.906072292497192,1.00539013176043
"Pyrofollis","Group","Pyrofollis",18,14,0.314,0.1895,-0.0799778532176718,0.0456234190483265,0.08766700595801,0.162682665547229,0.946072169748824,0.889212568607654,1.00656758796689
"Priestia","Group","Priestia",20,20,17.4205,10.344,0.0907144153498151,0.0518095271258479,0.0880292565552336,0.163257131097947,1.06489738375334,0.992519768271892,1.14255299911978
